name,address_street,city,state,zip,country,phone,website,google_maps_url,category_primary,category_secondary,google_rating,google_reviews_count,hours,review_keywords,hour
The Bakehouse,1504 Bloomingdale Rd,Glendale Heights,IL,60139,US,(630) 510-8226,,https://www.google.com/maps/place/The+Bakehouse/data=!4m7!3m6!1s0x880faca56392177f:0xfcea2edfbe87317c!8m2!3d41.9139443!4d-88.0819342!16s%2Fg%2F1vc82df_!19sChIJfxeSY6WsD4gRfDGHvt8u6vw?authuser=0&hl=en&rclk=1,Restaurant,"Bakery, Dessert & Cafe",4.1,88,9 AM-7 PM,"price, empanadas, bakery, take out, container, egg rolls, hopia, buffet, pandesal, siopao",
The Lumpia House and Truck,1731 S MacArthur Blvd,Springfield,IL,62704,US,(447) 448-8262,https://www.thelumpiatruck.us/,https://www.google.com/maps/place/The+Lumpia+House+and+Truck/data=!4m7!3m6!1s0x88753915a8731633:0x95c76f1f54f0c395!8m2!3d39.7814086!4d-89.6686146!16s%2Fg%2F11wg56ty9m!19sChIJMxZzqBU5dYgRlcPwVB9vx5U?authuser=0&hl=en&rclk=1,Restaurant,,4.7,97,11 AM-9 PM,"filipino food, bowl, pork adobo, broth, lechon kawali, karaoke, food truck, pork sisig, state fair, garlic rice",
Tita Mia's Filipino Restaurant & Cafe,8520 W Golf Rd,Niles,IL,60714,US,(224) 938-9955,,https://www.google.com/maps/place/Tita+Mia%27s+Filipino+Restaurant+%26+Cafe/data=!4m7!3m6!1s0x880fc99527654a5d:0x87aef0b742a0ffc7!8m2!3d42.0561117!4d-87.8367799!16s%2Fg%2F11fn0d9x25!19sChIJXUplJ5XJD4gRx_-gQrfwroc?authuser=0&hl=en&rclk=1,Restaurant,,4.2,556,11 AM-9 PM,"halo halo, party, crispy pata, lumpia, tip, korean dishes, ube cake, lomi, chicken adobo, music",
Umaga Bakehouse,4703 W Foster Ave,Chicago,IL,60630,US,(872) 250-3565,https://www.umagabakehouse.com/,https://www.google.com/maps/place/Umaga+Bakehouse/data=!4m7!3m6!1s0x880fcd5eba6a3373:0x307ce20734bce3c!8m2!3d41.9741446!4d-87.7459561!16s%2Fg%2F11vwkqgq6z!19sChIJczNqul7ND4gRPM5LcyDOBwM?authuser=0&hl=en&rclk=1,"Bakery, Dessert & Cafe",,4.6,254,8 AM-8 PM,"spanish bread, filipino, ube, pandesal, empanada, halo halo, ingredients, ensaymada, jackfruit, siopao",
U-MART Foods & Bake Shop,1038 W Golf Rd,Hoffman Estates,IL,60169,US,(847) 755-1082,http://umartfoods.wixsite.com/hoffman,https://www.google.com/maps/place/U-MART+Foods+%26+Bake+Shop/data=!4m7!3m6!1s0x880fa9f0cb78cf9f:0x68b44bc8f0790a40!8m2!3d42.0485189!4d-88.1063747!16s%2Fg%2F11q1t_jtkv!19sChIJn894y_CpD4gRQAp58MhLtGg?authuser=0&hl=en&rclk=1,Restaurant,,4,49,9 AM-6 PM,"egg rolls, prices, people, manager, pay, mom, adobo, selection, pork",
Uncle Mike's Place,1700 W Grand Ave,Chicago,IL,60622,US,(312) 226-5318,http://www.unclemikesplace.com/,https://www.google.com/maps/place/Uncle+Mike%27s+Place/data=!4m7!3m6!1s0x880e2d31899e2b6d:0xf40aed2935a366d5!8m2!3d41.8910764!4d-87.6699019!16s%2Fg%2F1tcyg169!19sChIJbSueiTEtDogR1WajNSntCvQ?authuser=0&hl=en&rclk=1,Restaurant,,4.7,1565,6 AM-2 PM,"tocino, porridge, longanisa, champorado, spam, sausage, pancakes, hash browns, pork shoulder, rice pudding",
Valerio's Tropical Bakeshop,5033 N Elston Ave,Chicago,IL,60630,US,(773) 685-5115,http://www.valeriostropicalbakeshop.com/,https://www.google.com/maps/place/Valerio%27s+Tropical+Bakeshop/data=!4m7!3m6!1s0x880fcc28eaf3025b:0x54f3a83bbafd57ec!8m2!3d41.9732967!4d-87.7455088!16s%2Fg%2F11cs2wbwy8!19sChIJWwLz6ijMD4gR7Ff9ujuo81Q?authuser=0&hl=en&rclk=1,"Bakery, Dessert & Cafe",,3.2,82,8 AM-8 PM,"price, pay, ube, pandesal, sugar, turon, ensaymada, puto, pimento cheese, plastic bag",
Val's Kitchen and Plus,737 Plainfield Rd,Darien,IL,60561,US,(630) 537-1698,https://valskitchenandplus.weebly.com/,https://www.google.com/maps/place/Val%27s+Kitchen+and+Plus/data=!4m7!3m6!1s0x880e4fdcdfaf334d:0x275c8284e9ea9410!8m2!3d41.7525293!4d-87.9631137!16s%2Fg%2F11syrm8v35!19sChIJTTOv39xPDogREJTq6YSCXCc?authuser=0&hl=en&rclk=1,Restaurant,,4.5,43,9 AM-6 PM,"price, catering, fried, lumpia, pancit, mind, parking, adobo, pork, dessert",
Wake 'n Bacon,420 W Belmont Ave,Chicago,IL,60657,US,(773) 880-5100,http://www.eatwakenbacon.com/,https://www.google.com/maps/place/Wake+%E2%80%98n+Bacon/data=!4m7!3m6!1s0x880fd3b177887b55:0xd66a0f52b44e1fa7!8m2!3d41.9402209!4d-87.6403387!16s%2Fg%2F11jlgfpvf6!19sChIJVXuId7HTD4gRpx9OtFIPatY?authuser=0&hl=en&rclk=1,Restaurant,Quick Bites & Turo-Turo,4.1,788,8 AM-4 PM,"chicken and waffles, tater tots, photo booth, ube, qr code, turtle, crepes, bubble waffle, maple, adobo",
Ysabel's Grill Asian Cuisine,4908 W Irving Park Rd,Chicago,IL,60641,US,(773) 481-3781,http://ysabelschicago.wixsite.com/ysabels,https://www.google.com/maps/place/Ysabel%27s+Grill+Asian+Cuisine/data=!4m7!3m6!1s0x880fcc46eb343623:0x507cc0a7d4717bc!8m2!3d41.9536191!4d-87.7503051!16s%2Fg%2F1tf60wvl!19sChIJIzY060bMD4gRvBdHfQrMBwU?authuser=0&hl=en&rclk=1,Restaurant,,4.2,142,6 PM-1 AM,"karaoke, BYOB, song, star, hospitality, home, beer, evening, server, atmosphere",
Amer-Fil Foodmart,1075 Easton Ave # 1,Somerset,NJ,8873,US,(732) 220-6536,,https://www.google.com/maps/place/Amer-Fil+Foodmart/data=!4m7!3m6!1s0x89c3c72f76bd7ec7:0x22b7304f7c47206a!8m2!3d40.5172819!4d-74.4887316!16s%2Fg%2F1tjl6vnx!19sChIJx369di_Hw4kRaiBHfE8wtyI?authuser=0&hl=en&rclk=1,Restaurant,Supermarket & Grocery,4.7,25,10 AM-6 PM,"pancit, banana, wings, bbq pork, grocery store",
American Pinoy Food Mart,9 S Washington Ave,Bergenfield,NJ,7621,US,(201) 384-9222,,https://www.google.com/maps/place/American+Pinoy+Food+Mart/data=!4m7!3m6!1s0x89c2f04610c9b75b:0xef4f724c87deeb7b!8m2!3d40.9274869!4d-73.9960423!16s%2Fg%2F1tkrmqtb!19sChIJW7fJEEbwwokRe-veh0xyT-8?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.4,59,9 AM-7 PM,"cashier, prices, selection, balut",
Angry Archies,565 Palisade Ave,Jersey City,NJ,7307,US,(973) 747-2124,https://www.angryarchies.com/,https://www.google.com/maps/place/Angry+Archies/data=!4m7!3m6!1s0x89c2575ad8c820cb:0xd1497bf054cffa69!8m2!3d40.7479018!4d-74.0420852!16s%2Fg%2F11h7v7mxst!19sChIJyyDI2FpXwokRafrPVPB7SdE?authuser=0&hl=en&rclk=1,Food Truck & Pop-Up,,4.5,228,11:30 AM-9 PM,"lobster roll, poutine, crab, truffle fries, chicken sandwich, seafood, lobster mac and cheese, clam chowder, potato salad, lobster meat",
Asian American Food Mart,23 Veterans Plaza,Bergenfield,NJ,7621,US,(201) 244-0944,,https://www.google.com/maps/place/Asian+American+Food+Mart/data=!4m7!3m6!1s0x89c2f044498fd365:0x32bd262d0856b580!8m2!3d40.9286691!4d-73.9978884!16s%2Fg%2F1td215nh!19sChIJZdOPSUTwwokRgLVWCC0mvTI?authuser=0&hl=en&rclk=1,Restaurant,Supermarket & Grocery,4.7,24,8 AM-5 PM,"turon, price, pc, party, parking",
Asian Food Market Jersey City,701 NJ-440,Jersey City,NJ,7304,US,(201) 333-8898,http://www.asianfoodmarkets.com/,https://www.google.com/maps/place/Asian+Food+Market+Jersey+City/data=!4m7!3m6!1s0x89c25139c418dab3:0xed2954402e39090d!8m2!3d40.7194026!4d-74.0962896!16s%2Fg%2F1ptz6cdb6!19sChIJs9oYxDlRwokRDQk5LkBUKe0?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.2,1202,9 AM-7:30 PM,"fish, produce, fresh, clean, bakery, smells, parking, roast duck, canned, mushrooms",
Bahay Kubo Mart,444 West Side Ave,Jersey City,NJ,7304,US,,,https://www.google.com/maps/place/Bahay+Kubo+Mart/data=!4m7!3m6!1s0x89c25100729042ff:0x30ec238d8fb3af45!8m2!3d40.716358!4d-74.0857172!16s%2Fg%2F11wxxqmrs1!19sChIJ_0KQcgBRwokRRa-zj40j7DA?authuser=0&hl=en&rclk=1,Restaurant,,5,4,9 AM-7 PM,snacks,
Bamboo Grill,54 S Washington Ave A,Bergenfield,NJ,7621,US,(201) 384-5951,http://www.bamboo-grill.com/,https://www.google.com/maps/place/Bamboo+Grill/data=!4m7!3m6!1s0x89c2f0453d8b659f:0xabce7546fcfea782!8m2!3d40.9260215!4d-73.9970245!16s%2Fg%2F1tpf81fz!19sChIJn2WLPUXwwokRgqf-_EZ1zqs?authuser=0&hl=en&rclk=1,Restaurant,,4.4,283,11 AM-8:30 PM,"price, halo halo, sinigang, to go, pork, crispy pata, BBQ, dessert, dinner, lumpia",
Barangay Grill & Food Mart,1045A Stuyvesant Ave.,Union,NJ,7083,US,(908) 964-3500,,https://www.google.com/maps/place/Barangay+Grill+%26+Food+Mart/data=!4m7!3m6!1s0x89c3ada1ce9b0b61:0xd2bd0e7b7f215903!8m2!3d40.6970308!4d-74.2681378!16s%2Fg%2F1tf9zc2n!19sChIJYQubzqGtw4kRA1khf3sOvdI?authuser=0&hl=en&rclk=1,Restaurant,,3.9,68,9 AM-6 PM,"parking, price",
Blue Ribbon Kitchen,195 Mallory Ave,Jersey City,NJ,7304,US,(201) 938-0838,https://usrestcafe.com/jersey-city/492544-blue-ribbon-kitchen,https://www.google.com/maps/place/Blue+Ribbon+Kitchen/data=!4m7!3m6!1s0x89c2512f91c62f5f:0x1ac5a1c6cb4db7b0!8m2!3d40.7211168!4d-74.0869404!16s%2Fg%2F12628vh7q!19sChIJXy_GkS9RwokRsLdNy8ahxRo?authuser=0&hl=en&rclk=1,Restaurant,,4.2,87,9 AM-4 PM,"to go, price, lumpia",
Cafe Pilipino,530 Newark Ave,Jersey City,NJ,7306,US,(201) 659-3880,https://www.cafepilipinojerseycity.com/,https://www.google.com/maps/place/Cafe+Pilipino/data=!4m7!3m6!1s0x89c2573677770e3d:0x50d642ebf9447d47!8m2!3d40.7307908!4d-74.0557952!16s%2Fg%2F11bxbb0k78!19sChIJPQ53dzZXwokRR31E-etC1lA?authuser=0&hl=en&rclk=1,Restaurant,,4,72,7 AM-5 PM,"price, bakery, combo meal, adobo, pancit, lumpia, halo halo, eggplant, pandesal, chew",
Casa Manila Restaurant,8 Bedford Ave,Bergenfield,NJ,7621,US,(201) 385-0388,,https://www.google.com/maps/place/Casa+Manila+Restaurant/data=!4m7!3m6!1s0x89c2f045252a0411:0x3dc3cb2d53886970!8m2!3d40.9254084!4d-73.9971759!16s%2Fg%2F11bbyd6345!19sChIJEQQqJUXwwokRcGmIUy3Lwz0?authuser=0&hl=en&rclk=1,Restaurant,,3.9,83,8:30 AM-7 PM,"price, take out, oily, cafeteria, bathroom, seating, chicken soup, space, needs, fried chicken",
Casa Victoria,691 Newark Ave,Jersey City,NJ,7306,US,(201) 216-1055,http://www.casavictorianj.com/,https://www.google.com/maps/place/Casa+Victoria/data=!4m7!3m6!1s0x89c25730c6f6efd7:0x75e558fc9d1368bb!8m2!3d40.7349125!4d-74.0603376!16s%2Fg%2F1tg5d02f!19sChIJ1-_2xjBXwokRu2gTnfxY5XU?authuser=0&hl=en&rclk=1,Restaurant,"Bakery, Dessert & Cafe",3.7,96,8 AM-7 PM,"price, cake, plants, empanada, lechon, balut, payment, catered, hopia, groceries",
Cusinera,66 S Washington Ave,Bergenfield,NJ,7621,US,(201) 384-8977,,https://www.google.com/maps/place/Cusinera/data=!4m7!3m6!1s0x89c2f0453bc09e23:0xe13a7b6edff538e!8m2!3d40.9256583!4d-73.9968222!16s%2Fg%2F1260lzkch!19sChIJI57AO0XwwokRjlP_7banEw4?authuser=0&hl=en&rclk=1,Restaurant,,4.6,103,8 AM-5 PM,"breakfast, tapsilog, price, cash, lumpia, comfort food, bangus, halo halo",
Familya Kusina Fil-AM Restaurant & Store,3003 English Creek Ave # A6,Egg Harbor Township,NJ,8234,US,(609) 808-1459,https://www.facebook.com/familyakusina,https://www.google.com/maps/place/Familya+Kusina+Fil-AM+Restaurant+%26+Store/data=!4m7!3m6!1s0x89c0c3f05554402d:0xa021d1aec38e511a!8m2!3d39.4341745!4d-74.6143693!16s%2Fg%2F11fk3v166t!19sChIJLUBUVfDDwIkRGlGOw67RIaA?authuser=0&hl=en&rclk=1,Restaurant,,4.7,86,11 AM-3 PM,"dessert, pancit, lumpia, pork, price, sisig, home, bahay kubo, platter, appetizer",
Fiesta Pilipino Restaurant and Groceries,1246 NJ-27,Colonia,NJ,7067,US,(732) 499-2000,https://fiestapilipino.wordpress.com/,https://www.google.com/maps/place/Fiesta+Pilipino+Restaurant+and+Groceries/data=!4m7!3m6!1s0x89c3b54f508b2909:0x15412b03bc12b9a6!8m2!3d40.5921443!4d-74.294761!16s%2Fg%2F11j9d2m4z4!19sChIJCSmLUE-1w4kRprkSvAMrQRU?authuser=0&hl=en&rclk=1,Restaurant,Supermarket & Grocery,4,68,10 AM-6:30 PM,"price, pork, selection, buffet, kaldereta, trays, bbq chicken, cafeteria, pictures, adobo",
Filipino Food Express,1030 US-22,North Plainfield,NJ,7060,US,(908) 222-2089,https://www.facebook.com/SugarJoyBakehouse/,https://www.google.com/maps/place/Filipino+Food+Express/data=!4m7!3m6!1s0x89c3b94a1ccab821:0xe33fe982fe792058!8m2!3d40.6194267!4d-74.4494835!16s%2Fg%2F11g4fxz7hj!19sChIJIbjKHEq5w4kRWCB5_oLpP-M?authuser=0&hl=en&rclk=1,"Bakery, Dessert & Cafe",,4.1,12,,"buns, ube, sweet",
Filipino Foodmart,322 Inman Ave,Colonia,NJ,7067,US,(973) 671-0515,https://www.filipinofoodmart.com/,https://www.google.com/maps/place/Filipino+Foodmart/data=!4m7!3m6!1s0x89c3b7644cb91333:0x749a18ba1ad26169!8m2!3d40.6002723!4d-74.3160894!16s%2Fg%2F11ltww2shp!19sChIJMxO5TGS3w4kRaWHSGroYmnQ?authuser=0&hl=en&rclk=1,Restaurant,Supermarket & Grocery,4.8,23,9:30 AM-6:30 PM,"pork, adobo, lumpia, bottle, chicken bbq, sinigang, sisig, fried, pancit, price",
Five Chris Catering,7 Franklin Ave #1,Nutley,NJ,7110,US,(973) 542-0111,,https://www.google.com/maps/place/Five+Chris+Catering/data=!4m7!3m6!1s0x89c2559ced235801:0x7fddc2fe5eabe420!8m2!3d40.8088804!4d-74.1666642!16s%2Fg%2F1tdw4cxd!19sChIJAVgj7ZxVwokRIOSrXv7C3X8?authuser=0&hl=en&rclk=1,Restaurant,Quick Bites & Turo-Turo,3.7,74,9 AM-8 PM,"filipino food, buffet, price, cockroach, pancit, spring roll, take out, tray, meat, kids",
FOODbites Filipino Grocery and Cuisine,1255 Stuyvesant Ave.,Union,NJ,7083,US,(908) 349-8849,,https://www.google.com/maps/place/FOODbites+Filipino+Grocery+and+Cuisine/data=!4m7!3m6!1s0x89c3adf0d9b51b85:0x411bef66bd37e8ed!8m2!3d40.6996764!4d-74.2654789!16s%2Fg%2F11v0tdc95l!19sChIJhRu12fCtw4kR7eg3vWbvG0E?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.7,54,9 AM-6:30 PM,"filipino food, prices, choices, parking, shelves, smell, fried, organized, sinigang, home",
Golden Bread Bakeshop & Grill,1700 Oak Tree Rd Ste 11,Edison,NJ,8820,US,(732) 548-9880,https://m.facebook.com/goldenbreadbakeshopandgrilledisonnj/,https://www.google.com/maps/place/Golden+Bread+Bakeshop+%26+Grill/data=!4m7!3m6!1s0x89c3b6f7349c9b4f:0xf7114c482cb14edf!8m2!3d40.5732405!4d-74.3455144!16s%2Fg%2F1tgwbvm9!19sChIJT5ucNPe2w4kR306xLEhMEfc?authuser=0&hl=en&rclk=1,Restaurant,,4.5,133,8 AM-6 PM,"bbq, kare-kare, pancit, desserts, price, catering, lumpia, to go, beef steak, noche buena",
Grand Apollo Fast Food & Grocery,472 West Side Ave,Jersey City,NJ,7304,US,(201) 309-0557,http://www.grandapollofastfood.com/,https://www.google.com/maps/place/Grand+Apollo+Fast+Food+%26+Grocery/data=!4m7!3m6!1s0x89c251244eeadd1b:0x28fe6370657a665b!8m2!3d40.7171132!4d-74.0847557!16s%2Fg%2F1xpwkpqg!19sChIJG93qTiRRwokRW2Z6ZXBj_ig?authuser=0&hl=en&rclk=1,Restaurant,,4.2,93,7 AM-6 PM,"prices, bbq, party, selection, lumpia, kare kare, name, plate",
Hamilton Fil-Am Foodmart,88 Flock Rd,Trenton,NJ,8619,US,(609) 528-0655,,https://www.google.com/maps/place/Hamilton+Fil-Am+Foodmart/data=!4m7!3m6!1s0x89c15f53be827b4b:0x9109b7518727e7bc!8m2!3d40.2496586!4d-74.6831368!16s%2Fg%2F1tkvbnxj!19sChIJS3uCvlNfwYkRvOcnh1G3CZE?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.7,56,9:30 AM-5 PM,"filipino food, clean, price",
Island Central,329 Central Ave,Jersey City,NJ,7307,US,(201) 526-0252,https://www.islandcentraljerseycity.com/,https://www.google.com/maps/place/Island+Central/data=!4m7!3m6!1s0x89c257003a3c5ccd:0x42b7e070d7159ddf!8m2!3d40.746373!4d-74.0494518!16s%2Fg%2F11mccdd4f9!19sChIJzVw8OgBXwokR350V13Dgt0I?authuser=0&hl=en&rclk=1,Restaurant,,4.9,119,10 AM-10 PM,"karaoke, kare kare, music, halo halo, atmosphere, pancit, sisig, pinakbet, boba, addition",
Jayhan's Grill,456 West Side Ave,Jersey City,NJ,7304,US,(201) 360-2056,https://www.jayhansgrill.com/,https://www.google.com/maps/place/Jayhan%27s+Grill/data=!4m7!3m6!1s0x89c25133d99f266b:0x8725509e2e71c5a0!8m2!3d40.7166692!4d-74.0851554!16s%2Fg%2F11ftvkmwpf!19sChIJayaf2TNRwokRoMVxLp5QJYc?authuser=0&hl=en&rclk=1,Restaurant,,4.2,197,11 AM-7:30 PM,"price, take out, pork sisig, street food, BBQ, kare-kare, halo halo, bangus, chicken inasal, garlic rice",
Kabayan,1421-D Stuyvesant Ave.,Union,NJ,7083,US,(908) 964-6806,https://www.facebook.com/KabayanUnion/,https://www.google.com/maps/place/Kabayan/data=!4m7!3m6!1s0x89c3ad088676b18b:0xd957144ea0c44010!8m2!3d40.7047173!4d-74.2615644!16s%2Fg%2F1tg2ff72!19sChIJi7F2hgitw4kREEDEoE4UV9k?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.4,108,9:30 AM-6:30 PM,"prices, take out, kare-kare, adobo, bbq, pancit, baked, choices",
Kafe de Manila,120 W Main St Suite B,Somerville,NJ,8876,US,(908) 894-0618,https://www.facebook.com/kafedemanila920?mibextid=LQQJ4d,https://www.google.com/maps/place/Kafe+de+Manila+%F0%9F%92%9C/data=!4m7!3m6!1s0x89c3ebbd3f4f4161:0x71ee95f697317892!8m2!3d40.5695885!4d-74.615178!16s%2Fg%2F11hm6jmlnl!19sChIJYUFPP73rw4kRkngxl_aV7nE?authuser=0&hl=en&rclk=1,"Bakery, Dessert & Cafe",,4.8,154,12-7 PM,"ube, filipino, boba, halo halo, float, taro slush, taho, sans rival, tres leches, banana pudding",
Kapamilya Philippine Cuisine,4226 US-9,Howell Township,NJ,7731,US,(732) 363-5798,,https://www.google.com/maps/place/Kapamilya+Philippine+Cuisine/data=!4m7!3m6!1s0x89c17f798ff7f26b:0x1dcee10f5c5d6caa!8m2!3d40.1491748!4d-74.2274343!16s%2Fg%2F1tdfp4_z!19sChIJa_L3j3l_wYkRqmxdXA_hzh0?authuser=0&hl=en&rclk=1,Restaurant,,4.5,36,8 AM-5 PM,"grocery store, pork",
Kapamilya Philippine Grocery,4228 US-9,Howell Township,NJ,7731,US,(732) 363-5797,,https://www.google.com/maps/place/Kapamilya+Philippine+Grocery/data=!4m7!3m6!1s0x89c17f79a6ca4f25:0xb3b00b5d20134da4!8m2!3d40.1492759!4d-74.2274669!16s%2Fg%2F1tslkmt8!19sChIJJU_Kpnl_wYkRpE0TIF0LsLM?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.6,32,8 AM-5 PM,"BBQ, adobo, noodles",
Kapampangan's Best,83 S Washington Ave,Bergenfield,NJ,7621,US,(201) 771-7272,https://busidirect.org/details/kapampangan-s-best-ChIJ_T9,https://www.google.com/maps/place/Kapampangan%E2%80%99s+Best/data=!4m7!3m6!1s0x89c2f164d26b3ffd:0xd47fb2a3a01d28e3!8m2!3d40.924965!4d-73.9967074!16s%2Fg%2F11hzhyjyr8!19sChIJ_T9r0mTxwokR4ygdoKOyf9Q?authuser=0&hl=en&rclk=1,Restaurant,,4.4,22,8 AM-6 PM,sinigang,
Kusina Ni Inang,104 Flock Rd,Hamilton Township,NJ,8619,US,(609) 587-8755,http://www.kusinaniinang.com/,https://www.google.com/maps/place/Kusina+Ni+Inang/data=!4m7!3m6!1s0x89c15f53c8fa7af1:0x9bfb1def1c3e0a55!8m2!3d40.2496097!4d-74.6824713!16s%2Fg%2F1td0ny7l!19sChIJ8Xr6yFNfwYkRVQo-HO8d-5s?authuser=0&hl=en&rclk=1,Restaurant,,4.5,312,8 AM-5 PM,"price, pork, desserts, home, area, food truck, microwaved, lechon, temperature, picnic",
Leo's Barbecue,4947 Stelton Rd,South Plainfield,NJ,7080,US,(908) 668-5050,,https://www.google.com/maps/place/Leo%27s+Barbecue/data=!4m7!3m6!1s0x89c3b872bdcb7cc7:0x29794748ae7fbf04!8m2!3d40.5512112!4d-74.4291115!16s%2Fg%2F1t_khgrb!19sChIJx3zLvXK4w4kRBL9_rkhHeSk?authuser=0&hl=en&rclk=1,Restaurant,,4.3,187,10 AM-6 PM,"filipino food, bbq skewers, pork, lunch, pancit, rice, halo-halo, teriyaki chicken, lumpia, sisig",
Little Divisoria (Filipino-Asian Store),1594 Lakewood Rd,Toms River,NJ,8755,US,(732) 914-8203,https://www.facebook.com/LittleDivisoriaKusina?mibextid=LQQJ4d&mibextid=LQQJ4d,https://www.google.com/maps/place/Little+Divisoria+%28Filipino-Asian+Store%29/data=!4m7!3m6!1s0x89c19d63cf32a5cf:0x390a11322173c104!8m2!3d40.0077428!4d-74.2166856!16s%2Fg%2F1td1wby5!19sChIJz6Uyz2OdwYkRBMFzITIRCjk?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.4,83,9 AM-7 PM,"dessert, produce, selection",
Little Kusina,1594 US-9,Toms River,NJ,8755,US,(732) 914-1972,https://www.facebook.com/share/1J32maGJhR/?mibextid=wwXIfr,https://www.google.com/maps/place/Little+Kusina/data=!4m7!3m6!1s0x89c19d619057c93b:0x6af334c96e7be0fc!8m2!3d40.0078144!4d-74.2163735!16s%2Fg%2F126375w83!19sChIJO8lXkGGdwYkR_OB7bsk082o?authuser=0&hl=en&rclk=1,Restaurant,,4.6,69,10 AM-6 PM,"price, lumpia, comfort food, chef, sell, products, home",
Little Quiapo,530 Newark Ave C,Jersey City,NJ,7306,US,(201) 656-0384,https://www.facebook.com/pages/Little-Quiapo/115799368440880,https://www.google.com/maps/place/Little+Quiapo/data=!4m7!3m6!1s0x89c25736780b80f1:0x8e3c1e95adca8073!8m2!3d40.7310856!4d-74.0556444!16s%2Fg%2F1tfp_rh7!19sChIJ8YALeDZXwokRc4DKrZUePI4?authuser=0&hl=en&rclk=1,Restaurant,,4.4,183,8 AM-4 PM,"breakfast, halo halo, prices, cash, tapsilog, to go, entrees, male, torta, ethic",
Lutong Bahay Restaurant,20 W Somerset St,Raritan,NJ,8869,US,(908) 541-0770,,https://www.google.com/maps/place/Lutong+Bahay+Restaurant/data=!4m7!3m6!1s0x89c3ead35035d7d3:0xaa0e7e9048d4ac2c!8m2!3d40.567856!4d-74.633927!16s%2Fg%2F1tg5_l38!19sChIJ09c1UNPqw4kRLKzUSJB-Dqo?authuser=0&hl=en&rclk=1,Restaurant,,4.2,115,7 AM-7 PM,"prices, turon, lumpia, breakfast, pork, adobo, crispy pata, silog, lechon, pancit",
Luzviminda Grocery and Restaurant,49 Lafayette Rd,Fords,NJ,8863,US,(732) 710-3350,,https://www.google.com/maps/place/Luzviminda+Grocery+and+Restaurant/data=!4m7!3m6!1s0x89c3b70cc5f20527:0xf041030f93fde99e!8m2!3d40.5479301!4d-74.3227756!16s%2Fg%2F11np31pfzw!19sChIJJwXyxQy3w4kRnun9kw8DQfA?authuser=0&hl=en&rclk=1,Restaurant,,4.6,130,10 AM-8 PM,"sinigang, groceries, seafood, price, atmosphere, home, grilled, halo halo, sisig, chicken afritada",
Mama Fina's,253 Main St,Hackensack,NJ,7601,US,(201) 773-0975,http://www.mamafinas.com/,https://www.google.com/maps/place/Mama+Fina%27s/data=!4m7!3m6!1s0x89c2fba36b5fa009:0xaa400fd297949c27!8m2!3d40.8863309!4d-74.0418775!16s%2Fg%2F1263cyjvl!19sChIJCaBfa6P7wokRJ5yUl9IPQKo?authuser=0&hl=en&rclk=1,Restaurant,,4.2,477,11 AM-8 PM,"take out, pork sisig, cash, grocery, squid sisig, turon, sinigang, order, garlic rice, pan",
Manila Cafe & Asian Mart,200 Larchmont Blvd,Mt Laurel Township,NJ,8054,US,(856) 222-0604,http://www.manilacafenj.net/,https://www.google.com/maps/place/Manila+Cafe+%26+Asian+Mart/data=!4m7!3m6!1s0x89c1360653f494e9:0x4f78d7f8f781de2e!8m2!3d39.9531183!4d-74.8710617!16s%2Fg%2F1tdrg84c!19sChIJ6ZT0UwY2wYkRLt6B9_jXeE8?authuser=0&hl=en&rclk=1,Restaurant,,4.7,468,10 AM-7 PM,"halo halo, dessert, grocery, kare kare, take out, egg rolls, catering, skewers, lechon, market",
Manila Central Market & Restaurant,5101 NJ-42,Blackwood,NJ,8012,US,(856) 352-2139,https://www.facebook.com/Manila-Central-Market-Restaurant-113528685416517/,https://www.google.com/maps/place/Manila+Central+Market+%26+Restaurant/data=!4m7!3m6!1s0x89c6d3f04ade2f45:0x7e16997eca91f60e!8m2!3d39.75125!4d-75.0467877!16s%2Fg%2F1tmqmr9r!19sChIJRS_eSvDTxokRDvaRyn6ZFn4?authuser=0&hl=en&rclk=1,Supermarket & Grocery,Restaurant,4.6,151,10 AM-7 PM,"take out, groceries, pancit, prices, pork, products, BBQ, lumpia, empanadas, instant noodles",
Maricel's,111 Main St,East Brunswick,NJ,8816,US,(732) 497-2698,http://maricelskitchen.com/,https://www.google.com/maps/place/Maricel%27s/data=!4m7!3m6!1s0x89c3cfbe3b8577bb:0x3182b6aa808ae54!8m2!3d40.4119432!4d-74.3696522!16s%2Fg%2F11h4h28sx8!19sChIJu3eFO77Pw4kRVK4IqGorGAM?authuser=0&hl=en&rclk=1,Restaurant,,4.9,94,9 AM-5 PM,"learned, chef, fun, empanadas, kitchen, team, teacher, atmosphere, dough, lesson",
